Id;Food;Category;Carbohydrates;Sugars;Dietary fiber;Fats;Saturated fat;Protein;Calcium;Cholesterol;Copper;Iodine;Iron;Magnesium;Niacin;Phosphorus;Potassium;Riboflavin (B2);Selenium;Sodium;Thiamin (B1);Vitamin A;Vitamin B12;Vitamin C;Vitamin D;Vitamin E;Zinc;Artificially sweetened;Cholesterol-free;Egg-free;Fat-free;Fructose-sweetened;Gluten-free;High-fibre;Lacto-ovo-vegetarian;Lactose-free;Lacto-vegetarian;Milk-free;No added salt;No additives;No colouring agents;No preservatives;Soy-free;Sugar-free;Unsweetened;Vegan
1;SUGAR;Sugar and confectionery;99.9;99.9;0;0;0;0;0.4;0;0.01;5;0.06;0.1;0;0.1;2;0;0.5;0.1;0;0;0;0;0;0;0.01;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
2;FRUCTOSE;Sugar and confectionery;99.8;99.8;0;0;0;0;0.1;0;0.01;5;0.07;0;0;0.1;0.3;0;0.5;0.1;0;0;0;0;0;0;0.01;0;0;1;0;1;1;0;1;1;1;1;1;0;0;0;1;0;0;1
3;SYRUP;Sugar and confectionery;74.1;74.1;0;0;0;0.1;74;0;0.24;5;2.5;34;0;2;220;0.01;1;50;0;0;0;0;0;0;0.13;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
4;HONEY;Sugar and confectionery;80.8;80.8;0;0;0;0.5;5;0;0.03;5;0.5;3;0.2;7;60;0.04;0.5;2.2;0.01;0;0;4;0;0;0.1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0
5;SWEET, CANDY;Sugar and confectionery;87;53.5;0;0;0;0.5;7;0;0.175;12;1.45;28;0;4;100;0;1;100;0;0;0;0;0;0;0.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
6;CHOCOLATE, AVERAGE;Sugar and confectionery;47.774;45.772;2.2;34.362;18.233;9.58;277;6.1;0.32;35;1.5;67;2.571;280;460;0.09;2;120;0.07;81.34;0;0;0;0.417;1.8;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
7;CHOCOLATE CONFECTION FILLED WITH MARMALADE;Sugar and confectionery;53.28;52.455;0;11.372;6.0209;3.27;127;2.01;0.32;25;1.9;50;0.931;140;240;0.26;0.887;117.7;0.05;27.2;0;0;0;0.3;1.1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
8;LIQUORICE, LICORICE;Sugar and confectionery;75.886;45.656;1.4;0.4;0;3.5;73;0;0.19;9;1.513;45;0.768;30;150;0;1;165;0;0;0;0;0;0;0.3;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
9;JELLY CANDY, FRUIT JELLY;Sugar and confectionery;75;60;1.8;0.1;0;0.1;9;0;0.06;4;0.3;2;0.151;7;20;0.01;0.51;72;0;0.82;0;1;0;0.297;0.1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
10;MARZIPAN, ALMOND PASTE;Sugar and confectionery;47.6;42.2;1.8;26.9;2.1355;12.61;140;0;0;0;2.5;140;3.584;250;300;0.36;2.322;50;0.11;0.13;0;0;0;13.855;1.7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;TOFFEE;Sugar and confectionery;64.744;63.946;0;21;10.4099;1.8;64;0.87;0.16;12;0.8;16;0.01;60;100;0.1;0.226;588;0;1.934;0;0;0;1.275;0.3;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
12;SALTY LIQOURICE PASTILLE;Sugar and confectionery;63;33;20;0.2;0.1;0.1;31;0;0.38;12;1.8;25;0;26;50;0;1;160;0;0;0;0;0;0;0.1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1
14;CHOCOLATE BAR, AVERAGE;Sugar and confectionery;56;55.083;3.105;28;14.8896;7.1;202.54;2.74;144.0032;19.5;2.481;85.51;1.821;225;360.2;0.244;5;57.16;0.0327;54.03;0;0;0;0.285;1.621;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
20;COCOA POWDER, UNSWEETENED;Other ingredients;11;0;30.4;21.7;10.054;18.5;105;0;0;2.8;11;520;5.674;660;3490;0.2;1;58;0.01;0;0;0;0;0.15;6.9;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
21;COCOA POWDER WITH SUGAR;Other ingredients;77.4;73.8;0.8;6.5;3.0162;6.44;32;0;0.81;2.5;4.4;110;1.702;170;540;0.07;0.65;100;0;0;0;0;0;0.045;1.9;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
24;SORBITOL;Other ingredients;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
25;GELATIN;Other ingredients;0;0;0;0.1;0;96.38;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;1;0
26;BAKING YEAST, FRESH;Other ingredients;1.1;0;6.9;0.4;0;13.12;12;0;0.16;4;2.1;30;15.056;340;640;2;1;4.4;0.5;0;0;0;0;0;4.5;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
27;FLOUR, CORNSTARCH, CORNFLOUR;Cereals;86;0;0;0.6;0;0.35;10;0;0;0;0.3;4;0.017;15;7;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
28;MUSTARD;Spices;14.1;14.1;1.7;6;0.652;4.38;77;0;0.09;3;2.3;44;0.673;110;110;0;27.8;1160;0;0;0;0;0;1.05;0.7;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1
30;SALT, IODISED;Other ingredients;0;0;0;0;0;0.63;150;0;0.16;2500;0.81;33;0;70;37;0;0.5;38700;0;0;0;0;0;0;0.08;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
31;SOY SAUCE;Spices;9.5;3;0;0.08;0.009;5.17;82;0;0;0;4.8;0;4.803;104;36.6;0.25;1;5900;0.02;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;1;1
32;CHOCOLATE, PLAIN, DARK CHOCOLATE;Sugar and confectionery;53.26;50.4;5.3;31;16.0534;4.88;50;0;0.005;3.23;3.5;130;1.475;200;350;0.052;0.51;10;0.0026;16.41;0;0;0;0.154;1.799;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
33;CHOCOLATE, MILK CHOCOLATE;Sugar and confectionery;49.806;49.806;1.6;33;17.0345;10.13;400;6.1;320;39;2;60;2.571;300;450;0.49;4;117;0.07;103.82;0;0;0;0.48;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
34;HALVA MADE WITH SESAME SEEDS AND SUGAR;Sugar and confectionery;30.6;30.25;8.61;22.5;4.7318;16.45;672.27;0;1.1713;1.5;6.368;77.03;7.509;500.5;578.1;0.126;34.537;18.23;1.029;0.29;0;0;0;0;4.389;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
36;SALT, LOW SODIUM;Other ingredients;0;0;0;0;0;0.31;43;0;0.26;2500;0.89;1100;0;100;17880;0;1.2;21000;0;0;0;0;0;0;0.19;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
37;CHOCOLATE, ARTIFICIALLY SWEETENED;Sugar and confectionery;1.7;0;3.5;36.65;21.8493;2.3;204.26;3.46;0.0149;22.5;0.068;18.9;1.463;147;256.5;0.327;3.004;7.2;0.051;0.861;0.39;0.9;0.002;0.184;0.711;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
38;MEAT BOUILLON POWDER/CUBE;Other ingredients;16.492;7.392;0.5;21;9.8153;11;60;4.8;0.12;0;2.9;120;12.292;430;1700;0.3;0.597;19000;0;0;0.04;0;0;1.213;1.8;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
39;SWEETENER, ASPARTAM, POWDER;Other ingredients;97;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
40;CEREAL BAR WITH FIBRE;Cereals;54.646;43.761;4.702;18;0.5917;7.01;30.6;0.34;0.1874;5.5;2.045;55.775;2.469;137.1;480.67;0.048;2.4;43.07;0.063;0.18;0;0.48;0;1.973;0.551;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;1
44;CHOCOLATE BAR WITH FILLING, AVERAGE;Sugar and confectionery;60;58;1.2;26;13.4737;8;166.37;4.69;0.289;22.25;1.232;47.607;1.652;179.5;300.85;0.085;1.717;100;0.0605;79.94;0.01;0.05;0.179;1.282;1.134;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
62;PASTILLE SWEETENED WITH XYLITOL;Sugar and confectionery;0;0;0;0.78;0;0.5;270;0;0.16;0;2.4;100;0;2.4;290;0;20;0;0;0;0;0;0;0;0.1;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
63;CHOCOLATE BAR, LOW-FAT;Sugar and confectionery;55.097;46.764;7.824;13;6.9418;5.47;81.91;0.86;0.0271;7.23;2.904;137.571;1.999;205.5;955.83;0.118;1.91;66.4;0.0198;0.182;0.08;0.18;0;0.168;1.977;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
68;BARLEY STARCH;Cereals;81.6;0.9;1.4;0.25;0;0.06;18;0;0.08;30;0.6;8;0.15;80;60;0;1;3.7;0;0;0;0;0;0;0.2;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
73;RAISIN OR DRIED FRUIT COATED WITH YOGHURT;Fruits;48.038;48.038;5.351;16.98;10.0192;8.39;318.17;3.94;0.1981;33.84;1.423;43.099;2.431;257.8;722.3;0.525;5.268;227.18;0.1599;1.21;0.55;1.54;0.002;1.028;1.165;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
74;BAKING POWDER;Other ingredients;37.8;0;0.5;0;0;5.2;11300;0;0;0;0;9;0;8400;49;0;0;11800;0;0;0;0;0;0;2.8;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
75;FISH STOCK BROTH;Spices;0;0;0;0.2;0.0666;1.82;12.34;5;0.0054;3;0.054;2.6;0.749;25.2;33;0;2.522;160;0;2.88;0.47;0;1.055;0.149;0.175;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
79;SALT, ROCK SALT, WITHOUT IODINE;Other ingredients;0;0;0;0;0;0;230;0;0.39;5;0.3;140;0;70;37;0;0;38700;0;0;0;0;0;0;0.08;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
100;FLOUR, RYE, WHOLEGRAIN RYE FLOUR;Cereals;59.391;1.891;13.9;1.93;0.235;9.56;33;0;0.39;5;3.3;97;2.037;312;445;0.16;5;1;0.31;0.54;0;0;0;1.02;2.9;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
103;RYE FLAKES;Cereals;52;2.4;13.9;2;0.249;9.56;30;0;0.44;20;3.5;110;2.537;290;450;0.1;5;5;0.24;0.54;0;0;0;0.39;2.6;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
110;FLOUR, WHEAT FLOUR, SEMI-COARSE;Cereals;73.998;1.198;3.5;1.56;0.2035;11.6;19;0;0.17;10;0.9;29;3.071;116;155;0.05;10;1;0.08;0.36;0;0;0;0.39;0.8;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
111;FLOUR, WHOLE WHEAT FLOUR, GRAHAM FLOUR;Cereals;61.723;1.523;9.9;2.46;0.3164;12.9;32;0;0.49;5;3.9;121;7.672;347;417;0.15;7.6;1;0.35;0.36;0;0;0;1;3;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
112;SEMOLINA;Cereals;63.6;0.4;3.5;1.1;0.1526;11.5;13;0;0.2;5;1.2;21;3.705;95;150;0.05;7.74;3;0.08;0.36;0;0;0;0.15;0.8;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
113;SEMOLINA, WHOLE WHEAT;Cereals;59.4;0.5;5.5;1.1;0.1526;11.5;26;0;0.51;5;1.2;127;3.705;350;390;0.12;7.74;5;0.08;0.36;0;0;0;0.15;3.6;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
114;WHEAT FLAKES;Cereals;58.7;0.7;12.9;2.2;0.2403;12.9;25;0;0.41;30;5;114;7.672;330;440;0.08;9.46;4;0.19;0.36;0;0;0;1;3.3;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
115;WHEAT GERM;Cereals;31;16.4;14;10;1.2223;29.37;41;0;1.06;5;8.9;293;9.878;1000;1060;0.63;9.46;2.3;1.7;5.14;0;0;0;22.08;17.8;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
116;WHEAT BRAN;Cereals;16.907;2.107;37.5;4.62;0.6565;14.8;116;0;2.3;5;20;822;27.709;1850;2260;0.35;17;1;0.8;0.46;0;0;0;1.63;13;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
117;MACARONI, PASTA;Cereals;66.4;0.5;3.35;1.1;0.1833;13;21;0;0.25;10;3.3;33;3.989;140;270;0.05;7.74;3;0.08;0.36;0;0;0;0.12;1.2;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
119;MACARONI, WHOLE WHEAT;Cereals;65.7;0.5;5.9;2.5;0.3164;13.5;23;0;0.41;10;4.1;91;8.089;280;280;0.12;7.6;3;0.35;0.4;0;0;0;1;3.1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
120;NOODLE, WHEAT;Cereals;66.4;0.5;3.3;3.3;1.1616;11.16;22;0;0.18;0;4.1;18;2.979;120;180;0.07;7.548;2;0.078;0.35;0;0;0;0.499;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1
121;PASTA, SPAGHETTI, MACARONI;Cereals;66.4;0.5;3.35;1.4;0.1833;12;16;0;0.18;5;4.4;27;3.989;110;180;0.05;7.74;3;0.08;0.36;0;0;0;0.39;1.1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
124;FLOUR, DARK WHEAT FLOUR;Cereals;68.574;1.874;5.5;2.37;0.3024;13.1;26;0;0.34;10;2.5;76;7.34;248;275;0.12;11.4;1;0.45;0.44;0;0;0;1.57;2.1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
125;FLOUR MIXTURE, FOR BREAD ROLLS, WHEAT FLOUR, WHEAT GROATS, RYE;Cereals;59.4;0.5;5.5;1.86;0.2365;11.19;17;0;0.3;5;2.4;51;7.161;176;240;0.1;9.46;1;0.48;0.42;0;0;0;0.72;1.6;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
126;FLOUR, BREADCRUMBS;Cereals;73.621;1.192;3.482;1.552;0.2025;11.54;18.94;0;0.1692;9.95;0.895;28.866;3.055;115.4;154.21;0.05;9.949;4.87;0.0796;0.358;0;0;0;0.388;0.796;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;0;0
133;WAFER, ICE CREAM CONE;Cereals;78.8;1.1;4.3;7.4;1.3444;8.18;48;0;0.19;5;4.2;23;2.183;130;150;0.04;5.611;330;0.0455;0.254;0;0;0;1.254;0.87;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0
142;FLOUR, WHEAT FLOUR, SEMI-COARSE, BAKERY INDUSTRY, FRESH;Cereals;70;0.4;3.7;1.4;0.1833;11.5;13;0;0.17;10;1.2;21;3.071;95;150;0.05;7.74;1;0.08;0.36;0;0;0;0.39;0.8;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
150;FLOUR, BARLEY FLOUR;Cereals;64.4;0.9;7.6;2;0.3233;8.25;23;0;0.56;5;4.5;89;7.504;300;360;0.12;8.6;1;0.4;0;0;0;0;0.3;2.8;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
151;BARLEY, PEARL;Cereals;63.15;0.95;7.6;2;0.3233;8.25;20;0;0.4;10;3;65;5.004;210;270;0.08;8.6;2.4;0.2;0;0;0;0;0.3;2.1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
152;BARLEY, ROLLED, BARLEY FLAKES;Cereals;64.45;0.95;9.1;2;0.3233;8.25;18;0;0.42;10;3.2;70;6.204;220;280;0.03;8.6;5;0.12;0;0;0;0;0.3;2;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
153;OATS, ROLLED, OAT FLAKES;Cereals;59.99;1.19;10;7.24;1.2599;13.6;47;0;0.45;20;4.7;142;4.307;471;414;0.09;12;1;0.33;0;0;0;0;0.85;3.6;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
154;FLOUR MIXTURE, TALKKUNA POWDER, ROASTED BARLEY, RYE, OAT, PEA;Cereals;57.65;0.75;9.9;4.29;0.5899;8.25;53;0;0.56;170;7;114;7.504;360;380;0.19;8.6;360;0.5;0.36;0;0;0;0.3;3.5;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
156;RICE, WHITE;Cereals;75.6;0.4;2.3;0.7;0.0693;6.06;6;0;0.26;5;1.2;34;2.836;110;130;0.03;15;6;0.05;0;0;0;0;0.04;1.3;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
158;RICE, WHOLEGRAIN;Cereals;71.35;1.35;7.4;2.92;0.567;7.94;11;0;0.3;5;3.6;110;5.911;250;260;0.03;23;6;0.05;0;0;0;0;0.63;1.6;0;1;1;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;1
160;FLOUR, MILLET, WHOLE OR CRUSHED GRAINS;Cereals;68.8;0.6;3.2;2.9;0.6;11.25;9;0;0.49;5;4.8;103;3.587;240;220;0.14;2;3;0.26;0;0;0;0;0.06;3.4;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
161;FLOUR, BUCKWHEAT, WHOLE OR CRUSHED GRAINS;Cereals;60.45;0.45;5.8;2;0.3;13;18;0;0.62;5;3.8;178;5.856;320;460;0.16;5;2;0.6;0;0;0;0;0.22;2.5;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
162;FLOUR, POTATO STARCH, POTATO FLOUR;Cereals;81.6;0.9;1.4;0.05;0;0.06;18;0;0.08;30;0.6;8;0.15;80;60;0;1;3.7;0;0;0;0;0;0;0.2;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
167;MAIZE, KERNEL, DRIED, UNPOPPED;Cereals;55.4;1;9.2;6.8;0.9345;12.69;0.4;0;0.24;5;1.5;72;3.019;170;270;0.28;2;1;0.53;34.736;0;0;0;0.4;1.4;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
170;OAT BRAN;Cereals;52.19;1.39;17.5;7.35;1.2599;16.2;85;0;0.64;20;8;230;6.394;718;638;0.17;13;1;1;0;0;0;0;0.85;5;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
172;SPAGHETTI SPINACH, CONTAINS EGG;Cereals;67.073;1.173;3.35;2.662;0.5395;13.52;25.3;57.66;0.1372;14.3;0.982;24.843;2.914;121.4;148.98;0.102;12.986;18.91;0.0806;47.65;0;1.14;0.35;0.615;0.833;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0
173;OAT MACARONI, CONTAINS WHEAT AND OATS;Cereals;65.091;0.591;5.82;3.7;0.6139;13;30.2;0;0.342;14;2.92;76.6;3.565;271.8;272.8;0.066;9.044;1;0.18;0.21;0;0;0;0.574;2.12;0;0;1;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;1
175;WHEAT GRAIN, CRUSHED;Cereals;52.9;2.6;9.9;2.46;0.3164;12.9;32;0;0.49;5;3.9;121;7.672;347;417;0.15;7.6;1;0.4;0.36;0;0;0;1;3;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
176;RYE GRAIN, CRUSHED;Cereals;57.129;1.329;18.1;2.52;0.2703;9.63;34;0;0.36;5;3;103;2.151;298;450;0.1;4.9;1;0.28;0.54;0;0;0;1.02;2.7;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
182;FLOUR, RICE FLOUR, RICE FLAKE;Cereals;79.3;0.4;1;1.4;0.3;7.69;6;0;0.26;5;1.2;34;3.436;110;130;0.01;15;6;0.04;0;0;0;0;0.04;1.3;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
183;FLOUR, RICE FLOUR, WHOLE GRAIN;Cereals;71.35;1.35;7.4;2.92;0.567;7.94;11;0;0.3;5;3.6;110;5.911;250;260;0.03;23;6;0.05;0;0;0;0;0.63;1.6;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
184;TORTILLA CHIPS, TACO SHELL;Cereals;60;1.1;1.501;22.6;1.5106;7.63;68;0.9;0.09;0;1.6;89;2.6;240;220;0.09;1;860;0.17;8.44;0;0;0;5.254;1.2;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
185;FLOUR MIXTURE, GLUTEN-FREE, CONTAINS WHEAT STARCH;Cereals;80.18;11.18;1.25;1.2;0.2047;5.5;220;0.9;0.1686;16.4;6.5;27.542;5.331;190;184.3;0.4;9.713;50;0.4;3.513;0;0.33;0;0.062;0.93;0;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;0
189;FLOUR MIXTURE, RYE, WHEAT;Cereals;66.694;1.544;8.7;1.745;0.2192;10.58;26;0;0.28;7.5;2.1;63;2.554;214;300;0.105;7.5;1;0.195;0.45;0;0;0;0.705;1.85;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
202;POTATO, DRIED;Potatoes;75;2;7.3;0.57;0.1265;8.63;26;1.4;0.39;0;3;103.2;3.6;172;2150;0.1;6.7;88.9;0.25;3.195;0;26;0;0.25;1.29;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
203;POTATO CRISPS, POTATO CHIPS, POTATO SNACK;Potatoes;47.6;0.6;4.7;33;4.6851;5.31;28;2.01;0.22;0;1.8;56;4.95;158;1190;0.07;3.8;560;0.21;1.87;0;3;0;5.19;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
204;POTATO, NEW;Potatoes;15.5;0.6;1;0.114;0.0341;1.69;4.7;0.3;0.13;1;0.63;20;0.917;54;470;0.03;0.637;1;0.21;0.27;0;13;0;0.05;0.33;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
205;POTATO, PEELED;Potatoes;15.5;0.6;1;0.114;0.0253;1.88;5.6;0.3;0.091;1;0.67;24;0.917;45;500;0.03;0.637;1;0.21;0.64;0;10;0;0.05;0.31;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
206;MASHED POTATO POWDER;Potatoes;73.5;6.072;6.716;4.3;0.9626;5.7;132.72;2.61;0.3667;12;2.796;105.024;4.092;236.6;2114.8;0.266;7.764;810;0.2572;2.96;0;25;0;0.196;1.566;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
207;FRENCH FRIES, FROZEN;Potatoes;42;0.564;0.94;6.3;1.9651;4.25;6.25;0;0.0862;0.94;0.639;22.704;1.516;43.6;471.17;0.028;0.599;0.94;0.1974;0.61;0;4;0;1.367;0.295;0;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;1;1
209;POTATOFLAKE;Potatoes;73.2;2.3;6.5;0.6;0.48;6.4;11;0;0.39;0;1.9;80;5.786;172;1280;0.13;6.7;29;0.17;0.498;0;31;0;0.03;1.29;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
300;CARROT;Vegetables;5.56;5.36;2.55;0.2;0.0337;0.63;29;0;0.05;1;0.5;14;0.917;40;390;0.07;0.197;25;0.07;774.12;0;6.5;0;0.36;0.4;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
302;CARROT, DRIED;Vegetables;45.8;44.1;20.7;1.6;0.2808;5.21;145;0;0.25;8.33;2.5;70;7.641;200;1950;0.28;1.642;268;0.28;6450.967;0;11;0;3;2;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
303;SWEDE, RUTABAGA;Vegetables;5.88;5.73;2.9;0.1;0.0189;1.1;42;0;0.02;1;0.22;12;1.434;41;350;0.06;10;7.3;0.06;0.124;0;45.6;0;0;0.15;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
304;TURNIP;Vegetables;2.52;2.37;2.7;0.1;0.0276;1.2;33;0;0.03;1;0.15;17;1.4;34;180;0.06;10;18;0.06;5.96;0;22.9;0;0;0.16;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
305;BEETROOT, RED BEET;Vegetables;8;7.85;2.5;0.1;0.0442;1.4;11;0;0.06;1;0.25;15;0.35;32;320;0.05;10;18;0.03;0.58;0;3.03;0;0.05;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
307;BEETROOT, PICKLED;Vegetables;6.7;6.7;1.8;0.2;0.0442;1;16;0;0.21;1;0.73;13;0.35;19;160;0.05;0.4;120;0.02;0;0;6;0;0.06;0.31;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
308;RADISH;Vegetables;1.53;1.38;1.1;0.11;0.0184;0.7;16;0;0.02;1;0.17;8.9;0.35;19;340;0.04;10;14;0.04;0.78;0;15.1;0;0;0.12;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
309;PARSNIP;Vegetables;10.31;5.21;5.7;0.57;0.075;1.1;31;0;0.08;1;0.39;28;1.051;58;480;0.09;10;1.4;0.13;1.66;0;15.2;0;0.82;0.33;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
310;JERUSALEM ARTICHOKE;Vegetables;2.91;2.76;16.4;0.1;0.0184;1.8;23;0.3;0.14;0;0.2;13;1.534;60;630;0.05;10;4.9;0.2;0.664;0;4.68;0;0.35;0.24;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
311;CELERIAC, TURNIP-ROOTED CELERY, KNOB CELERY, CELERY ROOT;Vegetables;2.65;2.5;2.9;0.1;0.0809;1.3;36;0;0.1;2;0.29;8.5;0.95;58;390;0.1;10;54;0.1;0;0;3.25;0;0.5;0.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
312;BLACK SALSIFY;Vegetables;10.5;6.6;7.3;0.4;0.0442;0.5;53;0.3;0;0;3.3;23;0.4;76;320;0.04;10;5;0.11;1.66;0;4;0;0.8;0;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
320;WHITE CABBAGE;Vegetables;4.97;4.82;2.5;0.1;0.0247;1.2;38;0;0.01;1;0.2;10;0.751;27;240;0.05;10;5.2;0.07;5.46;0;36.8;0;0.04;0.11;0;1;1;0;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1
