Id;Food;Category;Carbohydrates;Sugars;Dietary fiber;Fats;Saturated fat;Protein;Calcium;Cholesterol;Copper;Iodine;Iron;Magnesium;Niacin;Phosphorus;Potassium;Riboflavin (B2);Selenium;Sodium;Thiamin (B1);Vitamin A;Vitamin B12;Vitamin C;Vitamin D;Vitamin E;Zinc;Artificially sweetened;Cholesterol-free;Egg-free;Fat-free;Fructose-sweetened;Gluten-free;High-fibre;Lacto-ovo-vegetarian;Lactose-free;Lacto-vegetarian;Milk-free;No added salt;No additives;No colouring agents;No preservatives;Soy-free;Sugar-free;Unsweetened;Vegan
33901;OAT DRINK WITHOUT MILK, OATLY, CALCIUM, VITAMINS;Cereals;5.999;0.119;1;1.524;0.1718;1.36;120;0.04;0.0454;2.01;0.47;14.34;0.431;47.2;41.44;0.21;1.245;39.69;0.033;0;0.38;0;1.5;0.236;0.36;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
33907;JUICE DRINK, WHEY DRINK, GEFILUS, VITAMINS, PROBIOTICS, LOW-LACTOSE;Milk;10.481;10.481;0;0.301;0.0654;0.37;85;0.2;0.0364;0.85;0.153;10.3;1.68;37.9;135;0.043;0.386;10.44;0.0479;1.762;0.4;40;1;0.032;0.135;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
33908;JUICE DRINK, ORANGE-PEACH, GEFILUS, FIBRE, VITAMIN C AND D, PROBIOTICS;Fruits;8.843;8.843;1.5;0.089;0.0153;0.38;6.98;0.11;0.02;0.75;0.09;5.543;0.331;9.9;114.76;0.015;0.088;2.46;0.0385;1.046;0;40;1;0.152;0.028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33909;JUICE DRINK, GEFILUS, VITAMIN C AND D, PROBIOTICS;Fruits;9.823;9.823;0;0.184;0.0291;0.48;8.54;0.06;0.0267;0.85;0.337;5.986;1.244;12.9;141.62;0.025;0.22;3.66;0.0452;0.966;0;40;1;0.221;0.043;0;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;0;0;0
33910;YOGHURT, DRINKABLE, ACTIMEL, 1.5% FAT, 0.75 UG VITAMIN D, PROBIOTICS;Milk;11.335;11.302;0.089;1.539;0.9694;2.75;110.25;5.1;0.0118;14.87;0.07;10.878;0.792;81.8;149.81;0.167;2.565;39.59;0.0323;12.436;0.36;2.08;0.75;0.062;0.397;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
33911;YOGHURT, DRINKABLE,ACTIMEL, FAT-FREE, VIT. D, PROBIOTICS, ARTIFICIALLY SWEETENED;Milk;4.439;3.995;0.086;0.094;0.0544;2.42;95.24;0.78;0.0108;14.41;0.057;9.756;0.695;71.2;129.12;0.146;2.17;35.23;0.0281;0.661;0.31;1.48;0.75;0.024;0.343;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
33924;CREAM, VALIO STRAWBERRY/CHOCOLATE, LACTOSE-FREE;Milk;7.801;7.801;0;36.966;24.6934;1.77;72.11;75.17;0.01;9.61;0.081;6.567;0.452;58.3;93.46;0.154;1.762;39.74;0.0214;321.524;0.19;0.65;0.206;0.69;0.29;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
33927;TURKEY COLD CUTS;Meat;1.624;0.71;0;1.839;0.5766;17.46;11.52;38.34;0.036;28.12;0.476;13.193;4.662;103.4;149.3;0.091;9.8;759.94;0.0367;8.404;0.44;0;0.127;0.469;0.78;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0
33928;APPLESAUCE, SWEETENED;Sugar and confectionery;31.613;31.549;1.16;0.064;0.0108;0.12;3;0;0.0297;2.04;0.074;2.765;0.113;5.8;73.99;0.01;0.162;0.62;0.0103;1.646;0;3.87;0;0.155;0.015;0;1;1;1;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
34079;PORRIDGE FLAKE MIX WITH FIBRE, NALLE;Cereals;43.204;1.862;27;9.171;1.0674;13.83;72.32;0;0.7231;14.95;6.916;245.37;6.388;609;708.14;0.139;9.86;6.82;0.5548;0.257;0;0.07;0;0.728;4.929;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
34110;CORN STARCH, MAIZENA BROWN/LIGHT;Cereals;85.482;28.822;0.926;0.074;0.009;0.59;18.5;0.08;0.0595;19.35;0.421;6.19;0.199;54.6;50.85;0;1.09;6.85;0.0012;0;0;0;0;0.001;0.167;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1
34127;MILK, 1.5% FAT, VALIO PLUS, 2 UG ADDED VITAMIN D;Milk;4.8;4.8;0;1.5;1.0492;5;180;6.4;0.009;14.25;0.05;11;1.269;90;160;0.2;2.75;41;0.035;12.88;0.7;1.1;2;0.03;0.41;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
34140;COCONUT OIL;Fat;0;0;0;100;86.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.09;0;0;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34159;ROCKET, ARUGULA;Vegetables;0.452;0.352;1.6;0.303;0.079;2.607;160;0;0.076;1;1.46;47;0.906;52;369;0.058;0.3;27;0.062;118.19;0;17.1;0;0.43;0.47;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
34180;CHICKEN DRUMSTICK WITH SKIN, RAW;Meat;0;0;0;4.552;1.1794;19.17;8;57;0.051;8;0.62;18;8.524;163;211;0.27;23;70;0.12;30;1;0;0.5;0.7;1.8;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
34183;BEEF, ASSORTMENT E, MEAT FOR GRAVY;Meat;0;0;0;2.171;0.8732;22.25;9;51.7;0.078;3;1.935;17;9.743;140;250;0.12;14;52;0.08;23.83;1.4;0;0.2;0.26;4.7;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0
34184;RAPESEED PORK, PORK STRIPS;Meat;0;0;0;8.17;2.3165;20.36;7.4;51.7;0.084;3;0.9;20;10.276;160;280;0.14;19.5;44;1.1;4.5;0.65;0;0.5;0.26;2.65;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
34185;PORK, CEREAL-FED, STRIPS;Meat;0;0;0;10.721;4.1579;19.865;7.4;51.7;0.073;3;0.895;20;10.276;160;280;0.14;20.5;48;1.1;4.5;0.65;0;0.5;0.26;3.15;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
34187;BEEF TENDERLOIN;Meat;0;0;0;7.146;3.257;20.905;9;51.7;0.082;3;2.458;17;8.925;140;250;0.12;16.5;33;0.08;23.83;1.4;0;0.2;0.465;3.85;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
34188;PORK FILLET, SIRLOIN;Meat;0;0;0;6.922;2.6038;21.485;7.4;51.7;0.041;3;0.605;20;10.276;160;280;0.14;18;42;1.1;4.5;0.65;0;0.5;0.26;1.8;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;0
34189;PORK, ASSORTMENT 0, PORK FOR SAUCE;Meat;0;0;0;6.538;2.325;20.698;7.4;51.7;0.079;3;0.994;20;10.276;160;280;0.14;18;48;1.1;4.5;0.65;0;0.5;0.26;2.5;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
34190;PORK, KASSLER STEAK, RAW;Meat;0;0;0;14.955;5.8644;17.931;7.4;51.7;0.073;3;1.1;20;9.023;160;280;0.14;19.5;39;1.1;4.5;0.65;0;0.5;0.26;3.3;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0
34201;BEEF, LEAN, AVERAGE;Meat;0;0;0;3.997;1.7206;21.13;6.75;53.88;0.0779;3;2.433;20.5;9.966;172;317;0.157;16.412;52.05;0.0945;8.509;1.4;0;0.2;0.41;4.88;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0
34228;SPINACH, FROZEN;Vegetables;0.4;0.3;1.3;0.3;0.0398;1.62;88;0;0.11;1;1.3;59;1.801;30;470;0.24;0.3;25;0.11;275.19;0;60;0;1.22;0.9;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34229;PEA, GREEN, FROZEN;Pulses and nuts;9.36;5.67;3.1;0.864;0.1628;5.06;31;0;0.22;1;2;40;3.385;130;370;0.18;0.6;7;0.35;31.13;0;20;0;0.03;1.3;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34230;WILD ROCKET, SAND ROCKET;Vegetables;2.049;2.049;1.6;0.66;0.079;2.58;160;0;0.076;1;1.46;47;0.906;52;369;0.086;0.3;10;0.044;118.19;0;15;0;0.43;0.47;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;0;0;0;1
34234;ONION, RED ONION;Vegetables;5.447;3.586;1.98;0.114;0.0201;1.506;33;2.1;0.06;1;0.5;11;0.4;40;220;0.005;0.5;3.7;0.037;0.57;0;5.3;0;0.04;0.4;0;1;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
34235;RADISH, WHITE;Vegetables;4.818;3.074;1.6;0.032;0.0084;0.447;27;0;0.115;1;0.4;16;0.25;23;227;0.01;0.7;21;0.005;0;0;13.7;0;0;0.15;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;1;1
34239;NORTHERN MILKCAP;Vegetables;0.617;0.25;1.5;0.502;0.03;1.512;1.5;0;0.22;1;0.53;12;5.5;49;260;0.42;2;2;0.033;0;0.06;2.11;2.93;0;0.8;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34241;WOOLLY MILKCAP;Vegetables;0.567;0.2;1.5;0.502;0.03;1.512;1.2;0;0.1;1;0.56;12;5.5;67;280;0.42;6;2;0.033;0;0.06;2.11;2.93;0;0.11;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34242;FLOUR, WHEAT FLOUR, SEMI-COARSE, V600;Cereals;69.102;0.502;3.5;1.27;0.1669;11.9;22;0;0.18;10;0.8;40;3.071;142;189;0.05;9.3;1;0.08;0.36;0;0;0;0.39;1.1;0;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;0;1;1
34244;SUGAR SNAP PEAS, FRESH;Pulses and nuts;6.129;3.911;2.2;0.137;0.0281;2.835;60;0;0.22;1;1.24;33;1.351;67;230;0.044;4;2;0.16;36;0;66;0;0.5;0.64;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34245;SESAME SEED, WHITE, WITHOUT HULL;Pulses and nuts;1.171;0.971;11.3;59.7;7.5964;24.6;58.7;0;1.57;0;7.41;442;11.546;896;603;0.18;84.5;26;1.47;0.41;0;0;0;0;7.58;0;0;1;0;0;1;0;1;1;1;1;0;0;0;0;1;0;1;1
34246;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R800;Cereals;57.088;1.888;16;2.56;0.3081;9.38;53;0;0.41;5;3.1;124;2.037;418;572;0.16;3.1;1;0.31;0.54;0;0;0;1.02;3.7;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1
34247;FLOUR, RYE, WHOLEGRAIN RYE FLOUR R1000;Cereals;56.501;1.801;16;1.81;0.2038;9.03;35;0;0.33;5;2.5;87;2.037;255;405;0.16;5.4;1;0.31;0.54;0;0;0;1.02;2.3;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1
34248;FLOUR, BARLEY, WHOLE GRAIN BARLEY FLOUR;Cereals;69.308;1.808;7.6;2.45;0.4221;9.28;33;0;0.55;5;3.8;115;7.504;376;443;0.12;5.3;1;0.4;0;0;0;0;0.3;3.1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1
34249;FLOUR, COARSE WHEAT FLOUR;Cereals;75.472;1.572;3.5;1.27;0.1669;11.4;19;0;0.14;10;0.5;22;3.071;95;131;0.05;9.9;1;0.08;0.36;0;0;0;0.39;0.7;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1
34252;POWAN, WHITEFISH, POLLAN, LAVARET, FARMED;Fish;0;0;0;5.9;0.9771;19.753;12.3;47.3;0.05;6.25;0.23;28.5;10;248;485;0.06;24.9;19.793;0.1;0;3.22;0;14.45;0.44;0.4;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0
34253;HERRING, PICKLED, CANNED;Fish;18;18;0;13;2.8062;10.52;79;46.8;0.14;13.7;1.7;24;8.339;180;190;0.3;22;1651.1;0.03;24.19;7;0;20.54;1.55;1.02;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0
34255;SALMON, FARMED;Fish;0;0;0;16.37;2.3078;20;16;66.7;0.062;6.1;0.4;25;11.208;240;390;0.13;11.55;43;0.23;4.72;4;0;6.69;2.23;0.369;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0
34256;RAINBOW TROUT, FARMED;Fish;0;0;0;10.27;1.5198;19.7;130;53.7;0.077;6;0.4;25;12.241;260;420;0.09;15.05;52;0.1;22.4;5;0;5.1;1.43;0.365;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;1;0;1;0
34261;YOGHURT, FLAVOURED, 2.7% FAT;Milk;16.42;14.765;0.229;2.684;1.7006;2.58;105.69;8.44;0.0189;12.49;0.124;9.977;0.734;77.5;142.69;0.158;2.486;41.25;0.0291;21.8;0.34;1.56;0.027;0.054;0.384;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
34265;BERRY AND FRUIT YOGHURT 2% FAT, LOW-LACTOSE, -30% SUGAR, VITD 1 UG;Milk;9.996;9.959;0.259;2.044;1.1841;3.61;137.23;8.94;0.0172;12.4;0.121;12.917;0.838;99.3;221.58;0.165;2.279;53.68;0.032;19.053;0.16;2.42;1;0.197;0.473;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
34276;JUICE DRINK, 40% LESS SUGAR, SWEETENED WITH STEVIA, VALIO GRANDI;Fruits;5.878;5.787;0;0.017;0.0021;0.06;5.17;0;0.0067;0.33;0.064;1.229;0.042;2.7;16.02;0.005;0.077;0.92;0.0027;0.177;0;2.99;0;0.081;0.021;1;0;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;1
34380;BEAN, WHITE BEAN, NAVY BEAN;Pulses and nuts;37.33;4.43;15.3;1.9;0.252;22.1;161.4;0;0.64;0.6;6.1;183;6.313;449;1732.5;0.164;11;5;0.775;0;0;0;0;0.02;2.4;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;0;1;1
34585;SKYR, <0.5% FAT;Milk;3.7;3.7;0;0.4;0.1262;10.6;101;6;0.05;23;0.13;10;2.772;151;142;0.19;5.2;45;0.077;1.48;0.36;0.1;0.007;0.01;0.45;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
34586;SKYR, SWEETENED WITH SUGAR, <0.5% FAT;Milk;11.372;11.3;0.137;0.306;0.0905;10.02;83.11;3.83;0.0365;17.59;0.118;8.596;1.87;108.4;119.75;0.148;3.687;35.11;0.0585;1.204;0.29;0.8;0.004;0.082;0.355;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
34587;SKYR, ARTIFICIALLY SWEETENED, <0.5% FAT;Milk;4.433;3.897;0.184;0.377;0.1079;9.8;88.77;4.91;0.0464;19.62;0.15;9.615;2.326;128.3;134.9;0.165;4.366;38.79;0.0694;1.564;0.31;0.68;0.006;0.094;0.394;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
34588;SKYR, ARTIFICIALLY SWEETENED, 2% FAT;Milk;4.34;3.804;0.184;2.018;1.2042;9.77;86.36;8.21;0.0465;19.24;0.152;9.393;2.315;127.3;132.25;0.164;4.335;38.05;0.0691;15.822;0.3;0.65;0.016;0.124;0.389;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
34589;SKYR, SWEETENED WITH SUGAR AND STEVIA, <0.5% FAT;Milk;8.697;7.306;0.228;0.308;0.0943;9.15;88.6;3.86;0.0401;18.04;0.152;10.379;1.953;114.1;142.03;0.156;3.758;36.65;0.058;1.177;0.3;5.78;0.004;0.074;0.374;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
34590;QUARK, QUARK YOGHURT, PLAIN, 0.9% FAT;Milk;3.432;3.432;0;0.904;0.4891;8.18;118.2;6.65;0.0219;16.52;0.051;11.76;2.308;158.4;166.4;0.216;3.605;85.55;0.0431;6.465;0.55;1.01;0.024;0.019;0.52;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
34591;CREAM QUARK, 10% FAT;Milk;2.975;2.975;0;9.988;6.5754;7.79;105.02;24.1;0.0219;15.22;0.058;10.725;2.189;149.9;152.15;0.21;3.344;81;0.0401;85.389;0.5;0.92;0.07;0.188;0.489;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
34592;QUARK, 2,3% FAT, LOW-LACTOSE;Milk;3.09;3.09;0;2.318;1.416;9.41;114.6;9.62;0.0252;16.64;0.052;11.745;2.655;174;166.43;0.223;3.751;95.51;0.0448;18.262;0.58;0.98;0.03;0.046;0.538;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0
34593;SKYR, PLAIN, 4% FAT;Milk;3.608;3.608;0;4.031;2.5682;10.14;97.24;12.79;0.0455;21.52;0.124;9.677;2.521;141.1;137.38;0.187;4.83;42.99;0.071;33.249;0.34;0.17;0.029;0.077;0.434;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;1;0
34594;QUARK, FLAVOURED, 8.8% FAT, MINT CHOCOLATE, VALIO, LACTOSE-FREE;Milk;15.384;14.352;0.318;8.786;5.4964;7.25;90.86;17.52;0.0204;13.82;0.266;17.173;2.044;144.5;153.48;0.185;2.996;72.79;0.0352;59.827;0.44;0.8;0.051;0.14;0.534;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34595;QUARK, FLAVOURED, 7% FAT, LOW-LACTOSE;Milk;14.482;13.622;0;7.011;4.8508;7.18;94.22;17.82;0.021;14.19;0.059;9.666;2.021;136.8;136.65;0.179;3.073;74.18;0.0358;60.268;0.45;0.82;0.052;0.141;0.44;0;0;1;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;0
34596;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK WITH JAM, LACTOSE-FREE;Milk;9.038;8.191;0.266;0.363;0.1087;8.32;93.85;5.04;0.035;14.57;0.117;11.264;2.392;153.5;160.5;0.194;3.28;85.44;0.0411;1.703;0.5;3.19;0.017;0.077;0.476;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34597;QUARK, FLAVOURED, PROFEEL PROTEIN QUARK, ARTIFICIALLY SWEETENED, LACTOSE-FREE;Milk;5.069;4.208;0.078;0.387;0.1194;11.06;103.95;5.65;0.0268;16.05;0.058;11.564;2.623;170.1;164.91;0.214;3.644;93.43;0.0438;1.54;0.57;1.11;0.019;0.022;0.52;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34600;QUARK, FLAVOURED, 4.5% FAT;Milk;13.204;12.678;0.148;4.521;3.0238;6.17;104;12.19;0.0155;15.67;0.1;10.78;0.765;79.9;147.08;0.167;2.372;35.78;0.0323;42.276;0.33;2.16;0.047;0.133;0.372;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0
34601;QUARK, FLAVOURED, ARLA PROTEIN QUARK, LACTOSE-FREE;Milk;7.555;6.261;0.183;0.387;0.1157;9.93;100.82;5.43;0.0284;15.53;0.103;11.837;2.541;164.7;165.68;0.208;3.509;90.79;0.0435;1.639;0.54;2.73;0.018;0.064;0.509;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34602;QUARK, 0.3% FAT, 12% PROTEIN, LACTOSE-FREE;Milk;4.095;4.095;0;0.39;0.123;12.06;107.25;5.85;0.0254;16.58;0.049;11.7;2.703;175.5;165.75;0.22;3.757;96.66;0.0449;1.443;0.59;0.98;0.02;0.01;0.536;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34606;YOGHURT, DRINKABLE, 1.7% FAT, VALIO PLAY, LACTOSE-FREE, 1.5 UG VITAMIN D;Milk;11.488;10.642;0.172;1.697;1.1372;2.93;112.8;6.53;0.0158;13.55;0.099;10.411;0.772;80.6;149.38;0.164;2.48;40.96;0.0321;14.179;0.35;3;1.5;0.063;0.376;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34611;YOGHURT, PLAIN, GREEK, 7% FAT, LACTOSE-FREE;Milk;2.917;2.917;0;7.003;4.7208;8.07;106.94;16.86;0.0087;13.42;0.052;9.794;0.741;80.9;134.25;0.172;2.465;37.1;0.0313;64.069;0.35;0.98;0.061;0.132;0.373;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34612;GEFILUS DRINK, EFFECT DRINK, FAT-FREE, LACTOSE-FREE, VITAMIN D, PROBIOTICS;Milk;9.085;9.033;0.133;0.403;0.2582;3.05;114.08;2.05;0.0133;13.62;0.067;11.037;0.795;80.9;154.73;0.165;2.468;41.25;0.0342;4.041;0.6;2.14;1.5;0.074;0.385;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0
34613;YOGHURT, DRINKABLE, GEFILUS SMOOTHIE, 1.4% FAT, LACTOSE-FREE, 1 UG VITAMIN D;Milk;10.084;8.906;0.334;1.401;0.9048;2.53;84.5;5;0.0239;9.93;0.145;10.173;0.68;62.4;137.58;0.137;1.908;42.4;0.0279;16.018;0.5;5.35;1.5;0.11;0.297;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34614;GEFILUS KEFIR DRINK, 2% FAT, LACTOSE-FREE, 1 UG VITAMIN D, PROBIOTICS;Milk;7.959;7.249;0.091;2.097;1.3545;3.32;110.58;7.23;0.0113;12.39;0.073;9.789;0.73;77;136.25;0.177;2.411;65.06;0.0306;19.103;0.37;1.22;1;0.076;0.366;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34615;GEFILUS KEFIR DRINK, PLAIN, FAT 2.5%, 1 UG VITAMIN D, LACTOSE-FREE, PROBIOTICS;Milk;4.5;4.5;0;2.499;1.6098;3.91;119.04;8.34;0.008;12.59;0.05;9.8;0.749;80.2;139.36;0.194;2.535;80.44;0.03;21.775;0.4;0.91;1;0.047;0.382;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34616;YOGHURT, FLAVOURED, 2.7% FAT, GEFILUS KEFIR, LACTOSE-FREE,1 UG VITAMIN D, PROB.;Milk;7.802;7.697;0.092;2.699;1.6986;3.2;108.77;8.39;0.0099;10.77;0.063;8.924;0.666;70.1;130.52;0.181;2.249;89.59;0.0266;21.917;0.36;1.99;1;0.07;0.341;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34618;YOGHURT, DRINKABLE, 2% FAT, VALIO GREEK, LACTOSE-FREE, 1 UG VITAMIN D;Milk;12.124;11.422;0.185;1.997;1.2806;2.7;103.46;6.79;0.0161;11.65;0.095;9.671;0.705;71.9;132.97;0.166;2.27;62.46;0.0283;19.426;0.34;2.52;1;0.09;0.349;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34619;YOGHURT, FLAVOURED, VALIO GREEK, 4.7% FAT, LACTOSE-FREE;Milk;13.417;13.007;0.246;4.72;3.1629;5.41;89.33;11.7;0.017;11.51;0.109;9.649;0.704;68.5;133.38;0.142;2.075;30.36;0.0306;43.671;0.28;4.67;0.044;0.152;0.318;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34620;YOGHURT, FLAVOURED, VALIO GREEK, 6% FAT, LACTOSE-FREE;Milk;13.161;12.774;0.489;6.007;4.4726;5.37;97.99;10.8;0.0236;12.75;0.142;11.043;0.726;77.9;140.16;0.154;2.317;34.66;0.0296;38.412;0.32;0.89;0.043;0.114;0.364;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34621;YOGHURT, FLAVOURED, 3.3% FAT, VALIO FRUITY, LACTOSE-FREE;Milk;13.981;13.584;0.784;3.315;2.1657;2.32;84.17;8.48;0.0267;10.33;0.209;11.341;0.693;65.7;154.45;0.131;1.892;26.94;0.0329;33.267;0.25;11.68;0.034;0.293;0.311;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34625;YOGHURT, FLAVOURED, 2% FAT, -30% SUGAR, ORGANIC, LACTOSE-FREE;Milk;10.477;10.016;0.168;2.097;1.4187;3.44;130;6.98;0.0138;13.15;0.097;10.563;0.756;78.6;139.89;0.159;2.377;35.01;0.0316;21.306;0.34;2.92;0.034;0.083;0.365;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34626;YOGHURT, FLAVOURED, 2% FAT, -50% SUGAR, ORGANIC, LACTOSE-FREE;Milk;9.093;8.539;0.137;2.097;1.4308;3.49;104.3;7.04;0.0158;13.15;0.07;10.227;0.767;78.5;140.95;0.163;2.407;35.26;0.0328;22.915;0.34;2.89;0.034;0.094;0.359;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34630;YOGHURT, PLAIN, A+, FAT 2.5%, LACTOSE-FREE, 1 UG VITAMIN D;Milk;5;5;0;2.503;1.6118;4.2;118.68;8.34;0.008;12.52;0.05;9.757;0.745;79.8;138.83;0.193;2.525;80.67;0.0299;21.767;0.4;0.9;1;0.047;0.381;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34631;YOGHURT, FLAVOURED, A+ WITHOUT ADDITIVES, 3% FAT, LACTOSE-FREE;Milk;10.111;9.999;0.356;3.001;1.8666;3.2;118.25;9.31;0.0193;11.7;0.14;11.085;0.769;77.4;169.2;0.153;2.407;42.22;0.0349;24.222;0.33;3.73;1;0.187;0.388;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
34634;YOGHURT, PLAIN, A+ GREEK, 2 % FAT, LACTOSE-FREE, 0.8 UG VITAMIN D;Milk;4;4;0;2.001;1.3393;5.81;117.61;7.47;0.0087;14.2;0.051;10.681;0.816;87.4;148.37;0.179;2.708;40.63;0.0334;19.665;0.39;1.03;0.8;0.039;0.406;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34635;YOGHURT, TURKISH/GREEK, 10% FAT, LACTOSE-FREE;Milk;4.6;4.6;0;10.008;6.6949;3.41;120.89;21;0.0109;15.01;0.054;11.806;0.855;91.4;159.46;0.2;2.683;45.4;0.0341;86.967;0.37;1.14;0.056;0.186;0.441;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34636;YOGHURT, PLAIN, 2,5 % FAT, ORGANIC, LACTOSE-FREE;Milk;5;5;0;2.5;1.6365;4.21;150;8.66;0.0089;14.12;0.054;10.863;0.83;88.9;153.22;0.182;2.787;42.02;0.0335;22.687;0.4;1.02;0.035;0.047;0.42;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;0
34637;YOGHURT WITH QUARK, FLAVOURED, ARLA, 1.4% FAT, 0,4 UG VITAMIN D, LACTOSE-FREE;Milk;11.89;11.029;0.133;1.405;0.8372;4.99;98.69;5.81;0.0183;12.2;0.067;9.73;1.279;98.3;139.41;0.176;2.575;76.87;0.0316;12.104;0.4;2.94;0.4;0.069;0.379;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0
